parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group
lactate dehydrogenase,Clinical Chemistry,540,542,5.541195234920025,0.12446558662676756,-0.05250812520906,0.03619428536844106,5.690861131485297,0.12470230878346433,-0.030259761213719368,0.036362493606992806,-0.14966589656673127,0.04007429143395281,1.988831299539041e-4,-0.022248363996039872,0.037724794505984635,0.5554926532443989,0.328427,0.35243622391636664,0.10340991769547182,0.6914073625603129,Physiology,lactate dehydrogenase
ldl-cholesterol,Clinical Chemistry,2576,2619,2.04275524865116,0.23963263211417857,-0.11092812970934122,0.08175468004880178,1.9354255338569404,0.23963062681394356,0.011816506697611898,0.08187837303461472,0.1073297148038986,0.008067143053202086,1.1151674493714322e-39,-0.12274463641126734,0.0079638537936708,2.4653968033387383e-52,0.164763255,0.17534135492088257,0.17075359025913958,0.9621836099931412,Physiology,ldl-cholesterol
lipase,Clinical Chemistry,1182,1199,4.060711735247315,0.017879555059705798,5.37110502719149e-4,0.018152028997939045,4.035940025023696,0.01659845042948218,-0.027193222868900774,0.016380643823766448,0.024771710236351125,0.015004789610998706,0.09890187620761479,0.027730333373060558,0.015043010297735743,0.0654086163847951,0.24012793142865055,0.215230355,0.10523466763575544,0.39653950373858793,Physiology,lipase
magnesium,Clinical Chemistry,2380,2372,1.9765404766053483,0.5520734744706475,0.016080636007186837,0.012891406219359879,1.9028062634821203,0.5520691880458831,0.004320933455959432,0.013074149335886949,0.07373421318012542,0.0029480614385311425,4.793201355401864e-129,0.011759702542454798,0.0028177331907481037,3.059132481007791e-5,0.062573373,0.06056267208605417,0.027991425794142707,0.9984934198360622,Physiology,magnesium
microalbumin (calculated),Urinalysis,358,356,-0.33506782050086564,0.09925411418048834,-0.18932368221465848,0.055098056112162154,0.2658124859867623,0.09508549161011029,-0.08323264461690384,0.05208705168408919,-0.6008803064829324,0.05219811197755942,4.437960733250635e-28,-0.10609103759673814,0.04918139378556666,0.031354155966098814,0.451223,0.3360727848141712,0.4157665628786829,0.6664001227759591,Physiology,microalbumin (calculated)
phosphorus,Clinical Chemistry,8332,8421,1.8823755277756107,0.04697734812357846,-0.005298549180013759,0.007984887402001336,1.8334717510754757,0.046931654773960406,0.017257277763372655,0.008095199672841247,0.048903776669235566,0.0042609111581258805,2.297374120427678e-30,-0.022555826938286644,0.003883191306440649,6.42821777909894e-9,0.1621761861924352,0.15507439,0.08222994336051244,0.8166521030080349,Physiology,phosphorus
potassium,Clinical Chemistry,6153,6110,1.5300512552255474,0.06721643502129153,-0.028219225016885383,0.011067371245815995,1.61242271596475,0.0672089100359749,-0.013981711585238385,0.011106026367718265,-0.08237146180915245,0.0028232278646073707,2.627156328801944e-180,-0.01423751448921613,0.0026698280565827844,9.865912536662404e-8,0.09586384141872642,0.085186,0.13792384961115273,0.913228113466211,Physiology,potassium
sodium,Clinical Chemistry,6174,6141,4.98500019356952,0.008428318378111357,0.002713218573594322,0.0021210724103452525,4.99491658076623,0.008427459432809457,0.002257058381738875,0.0021267913758559803,-0.009916387187639725,3.623934511139619e-4,1.4657345263237703e-159,4.5616019375054214e-4,3.415182303348381e-4,0.1816803677654459,0.011831287539052365,0.010977359,0.14034813118541495,0.9735265513527385,Physiology,sodium
thyroxine,Clinical Chemistry,1451,1465,1.4885512215531238,0.01474121807310194,-0.001411551658073653,0.013448338631491493,1.3749036854326127,0.014596239595778616,0.02612817086164725,0.013582888473148477,0.11364753612420662,0.009428561743243177,1.2996864462715324e-32,-0.02753972251500311,0.009468369726007491,0.0036606415037274,0.167461786,0.1409476089829082,0.2583730619403563,0.5721187829626438,Physiology,thyroxine
total bilirubin,Clinical Chemistry,8250,8216,-2.799993646807039,0.29125729775669085,-0.014950152780161614,0.0413626854566948,-2.8379056509122225,0.2912309200543817,0.011510929896022915,0.04166023363001926,0.0379119565418841,0.011268856425567006,7.69291533471995e-4,-0.026461084449723032,0.010383499315689913,0.010832504062338278,0.41319777,0.4264121852384861,0.01807956498867963,0.942003348313108,Physiology,total bilirubin
total cholesterol,Clinical Chemistry,8895,8888,4.513784853538196,0.029340450594608384,0.07496876605428177,0.007056427353065711,4.60251566478982,0.029292261559533232,0.0790867622296347,0.0071422267131502045,-0.08873081520047345,0.0032926655478267976,1.891049110162092e-156,-0.004117995981093963,0.003028325934318582,0.17390426939759465,0.12993554861724788,0.1261812,0.4926153667363423,0.8248195216368764,Physiology,total cholesterol
total protein,Clinical Chemistry,8348,8441,3.8900951839561992,0.014216490525713894,0.011708389282276037,0.002817447594950034,3.883278354264502,0.014206340493115635,0.00934576655918059,0.0028353660262298596,0.006816829600427673,0.0010824991305318826,3.1128368641865276e-10,0.002362622749691173,9.822626605542465e-4,0.01617182205644597,0.04107276777552126,0.038404359,0.10470008919383518,0.8768655302205324,Physiology,total protein
triglycerides,Clinical Chemistry,8654,8690,4.348360478312215,0.09363823360979892,0.10975818468334896,0.02241705119969843,4.494098312320674,0.09354735218967933,0.14128629541980003,0.02255876173552551,-0.14573783562570355,0.007480588260581963,1.5436768166560398e-83,-0.031528111783076705,0.006905762689503139,5.02181876149724e-6,0.3008457488600703,0.27725799,0.3357096170087911,0.8493812872692326,Physiology,triglycerides
uibc (unsaturated iron binding capacity),Clinical Chemistry,1207,1236,3.4584012126467663,0.023302704975327087,0.01709541208160782,0.01301892990772195,3.511398473488212,0.022196965334840033,0.05321609899310113,0.010434802238667554,-0.05299726084189715,0.010670231928039607,7.330680667395369e-7,-0.03612068692218859,0.010746496645629985,7.894652598437488e-4,0.19244234919870387,0.121964603,0.3171165269150058,0.5267786042456064,Physiology,uibc (unsaturated iron binding capacity)
urea (blood urea nitrogen - bun),Clinical Chemistry,8307,8434,3.1999937082715406,0.03926639742453981,0.015082618529327834,0.009269317032163306,3.188120286367536,0.039204012544988204,0.0178335383753706,0.009212156552424952,0.011873421879928476,0.003764350892775465,0.001612707075994562,-0.00275091984299708,0.0034782895936698427,0.4290248417121738,0.15952481178241185,0.123592822,0.05873078857802064,0.786607769060107,Physiology,urea (blood urea nitrogen - bun)
uric acid,Clinical Chemistry,359,357,2.7077841845907504,0.22461001256847504,-0.0213697542856173,0.05197231383270158,2.8952954041203487,0.22472172445822264,0.00543856280351921,0.04992185201857744,-0.1875112195268414,0.07136384666351661,0.008807288187894235,-0.026808317095417384,0.06801807240721934,0.6936129186845104,0.4872496,0.5281760309788726,0.13801835691509692,0.5998810665367027,Physiology,uric acid
