parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr,SMD,v_SMD,lnRR,v_lnRR
rod b-wave implicit time,Electroretinography,109,106,3.815266166291976,0.01423850748067552,-0.01136214777379133,0.01356327235693424,3.813412319359899,0.01293475820680078,-0.01625662998800267,0.01111722112117756,0.00185384716513396,0.01727147089203747,0.91467961030204,0.0048944823208617,0.01743324140564112,0.7793213084044244,0.06341142,0.05711682383895793,0.17784868075129184,0.687495771265771,Eye,rod b-wave implicit time,0.10440787218035907,0.0095713500641143,0.0856483707712699,0.12316737358944824,1.0672020350875453,0.2870886994585722,0.17976021839913775,0.00471698113207547,0.27378764546515105,0.018782599015894474,0.02247382469164166,1.244607304003826e-4
rod b-wave implicit time-left,Electroretinography 2,87,90,3.952450090658096,0.01190351560997266,0.00314170468117234,0.01206827445409821,3.926922015292276,0.01069046032705161,-0.00821124733128324,0.01054184531045077,0.02552807536576394,0.01016178144885728,0.01328349140442447,0.01135295201243924,0.01010413501552797,0.26335561145247544,0.043070315,0.03969965933879852,0.32583168028261067,0.47472252782839497,Eye,rod b-wave implicit time,0.08169666046064414,0.01169950738916256,0.05876604734102528,0.104627273580263,0.7553017937293592,0.45108327471341214,0.3381577062445208,0.0057471264367816,0.6732360504674636,0.023885722119276108,0.02926833875419322,4.237966892585963e-5
rod b-wave implicit time-right,Electroretinography 2,87,90,3.927239578664796,0.01840995389409047,-0.0192717778909937,0.01880612025784281,3.9233359574471502,0.01566284010597763,-0.00466732483606605,0.01556198393957062,0.003903621133551,0.01447875779304041,0.7879082778710169,-0.0146044531254704,0.0147894846775764,0.32532593882661687,0.068181062,0.05023223216564163,0.2144275277891421,0.3710464225795774,Eye,rod b-wave implicit time,0.305715201850921,0.01169950738916256,0.28278458873130213,0.32864581497053985,2.8263975421561947,0.00525550410417219,0.21780767911674104,0.0057471264367816,0.40170564008494986,0.023061204157770545,0.023052336436063876,7.396898095466836e-5
% pre-pulse inhibition - global,Acoustic Startle and Pre-pulse Inhibition (PPI),8612,8634,5.274603518549644,0.01472353186342855,-0.00504816263664213,0.00232397243429474,5.279796834324119,0.01470228070990299,-0.00301774181213808,0.0020361788179983,-0.00519331577329592,0.00251814582367485,0.03919135542386596,-0.00203042083695048,0.00232529672587853,0.3825750186757582,0.098634259,0.08991578249052334,0.02389260141119033,0.5791337976401965,Hearing,pre-pulse inhibition,0.0925453215237588,1.160094696565187e-4,0.09231794714136644,0.09277269590615116,8.59226668097023,0,0.02389714938386246,5.799454851243983e-5,-0.01827238296062388,2.3194789801778473e-4,-0.008469025606768476,4.9819876039029206e-5
% pre-pulse inhibition - ppi1,Acoustic Startle and Pre-pulse Inhibition (PPI),8611,8635,5.921163334874646,0.01051495856975074,-0.00193760793942476,0.00158485966877935,5.919382679272245,0.0105328126237238,-0.00109303562161392,0.00161475203595326,0.00178065558452481,0.00187615006530586,0.34258499666454945,-8.445722641189185e-4,0.00173977310095014,0.627364675177638,0.0652632092,0.07928104566001401,0.0262879569553628,0.5394702502629994,Hearing,pre-pulse inhibition,-0.194570452330508,1.160095055658723e-4,-0.19479782678328145,-0.1943430778777346,-18.06467283695686,0,0.02629401495684164,5.799454851243983e-5,0.015715677210286112,2.319454504101478e-4,0.02525738472310189,5.996678298362068e-4
% pre-pulse inhibition - ppi2,Acoustic Startle and Pre-pulse Inhibition (PPI),8612,8634,5.535922511297189,0.01018613741914571,-0.00263301837421528,0.00200216222041319,5.537393703779482,0.01017739352638917,-0.00303684010020819,0.001853859379246,-0.00147119248475627,0.0022185913433737,0.5072640857963573,4.0382172529663943e-4,0.00204956435403301,0.8438083001442108,0.083038329,0.08442974629020987,0.02444524285613088,0.49978023470784466,Hearing,pre-pulse inhibition,-0.01661733928217614,1.160094696565187e-4,-0.01684471366456851,-0.01638996489978376,-1.5428182461278095,0.1228932310004458,0.02445011384980148,5.799454851243983e-5,0.0018339266831154596,2.3193831560180478e-4,8.571029658180119e-4,5.065589922304697e-5
% pre-pulse inhibition - ppi3,Acoustic Startle and Pre-pulse Inhibition (PPI),8611,8635,5.675936850895251,0.00839452692968402,-0.00347866014995568,0.00144505529472585,5.681394929156735,0.00839187431068374,-0.00216630539920477,0.00134536374912104,-0.00545807816712317,0.00159962003473667,6.463662153506346e-4,-0.00131235471833341,0.00147799914886036,0.3745948353615347,0.059670463,0.06099973076524104,0.02909316887295757,0.5399939723905401,Hearing,pre-pulse inhibition,-0.0220321481339058,1.160095055658723e-4,-0.02225952258667921,-0.0218047736811324,-2.045549790151628,0.0408158266418428,0.02910138131772173,5.799454851243983e-5,-0.0392132269833051,2.3198287052670426e-4,-0.013131834678226982,2.6004799708673486e-5
% pre-pulse inhibition - ppi4,Acoustic Startle and Pre-pulse Inhibition (PPI),4200,4252,4.986800741342551,0.01967526017096157,-0.0044344980947654,0.00393066865004722,5.003110305675938,0.01960488557257032,-0.00291533173257409,0.00355044920596382,-0.01630956413976552,0.00428979051018645,1.4473044677463587e-4,-0.00151916644652912,0.00389639728452559,0.6966292287026858,0.115899,0.10759251435264933,0.04571185970822419,0.537937492387666,Hearing,pre-pulse inhibition,0.07436950405329322,2.368074608425153e-4,0.0739053699587715,0.07483363814781493,4.832781884217156,1.3701070336047394e-6,0.04574373912606684,1.1835720203574388e-4,-0.09344878733739394,4.737952852896256e-4,-0.026102931559216058,3.697972804811621e-5
12khz-evoked abr threshold,Auditory Brain Stem Response,3560,3763,3.498442018966697,0.10589372330999156,0.00101730257142701,0.00731496192330533,3.490671797056309,0.10593129498260608,0.00997735886072532,0.00726557022252957,0.00777022197585995,0.00857025568631871,0.3646345410375456,-0.00896005627381044,0.00738699976706809,0.22520508362002184,0.19322563655465083,0.2242375,0.01057864035590535,0.9129282248383536,Hearing,abr threshold,-0.14883956149677274,2.735466176971988e-4,-0.149375703015552,-0.14830341997799348,-8.999175205989994,0,0.01057903499259996,1.366120218579235e-4,0.07429752619427174,5.470211953684851e-4,0.03823222708161622,1.4456324014433552e-4
18khz-evoked abr threshold,Auditory Brain Stem Response,3561,3758,3.434338599157563,0.08075631306314798,0.0029793466735775,0.00799495934641971,3.3965809841967833,0.08080957298254772,0.01029523554104898,0.008009152809094,0.03775761496035089,0.00848364200829909,8.743173975515186e-6,-0.00731588886760692,0.00749775926599182,0.3292377178445153,0.19326222357206185,0.226348257,0.03738279798425174,0.8653808329403105,Hearing,abr threshold,-0.1580194626900094,2.7368417901108433e-4,-0.15855587382400954,-0.15748305155600928,-9.55181130446506,0,0.03740022642429853,1.366867140513942e-4,0.12263835502784433,5.47946457324394e-4,0.05145695740810876,9.626296014489985e-5
24khz-evoked abr threshold,Auditory Brain Stem Response,3539,3751,3.5630273348543624,0.05278091306170504,-0.00993659977209967,0.01252231094767492,3.5192374274017784,0.05285057485203219,0.00826448736070545,0.01237104299933061,0.04378990746968463,0.00890774729491733,9.113273206214616e-7,-0.01820108716538029,0.00842925934856192,0.03087538928601389,0.20850473031063127,0.2361251134,0.07056918896516841,0.755578204990723,Hearing,abr threshold,-0.12439207952045996,2.7480719732273504e-4,-0.12493069172990492,-0.123853467311015,-7.503755535342145,6.927791673660978e-14,0.07068668534446639,1.3723068478111705e-4,0.1224918094960461,5.501903686643534e-4,0.03994322444899426,5.826355723711799e-5
30khz-evoked abr threshold,Auditory Brain Stem Response,3391,3648,3.908495247542414,0.04487759592684979,-0.01139438255048315,0.01092348093996895,3.852133552467575,0.04493991496309296,1.8858596635352873e-4,0.01058453151761522,0.05636167288784415,0.00979999559828266,9.404085097874277e-9,-0.01158257273711702,0.00903138015515018,0.1997352089371839,0.2362465168279015,0.24812536,0.09845436033005284,0.6843920836329398,Hearing,abr threshold,-0.04904787416066616,2.847539042825238e-4,-0.04960598155751707,-0.04848976676381524,-2.9066005082537796,0.0036651986736782,0.09877433798407104,1.421262080727686e-4,0.2020803931279491,5.719217977107022e-4,0.06182366142301992,5.322226112108306e-5
6khz-evoked abr threshold,Auditory Brain Stem Response,3556,3764,3.851307712869615,0.08419678437477668,-0.01052965320120758,0.00555342444473236,3.867229713773869,0.08421766389495523,-0.00131443456202724,0.0054865780504487,-0.01592200089446624,0.00584595367188763,0.00647948538059302,-0.00921521863279942,0.00513478919815282,0.07276626499800501,0.12665876185297417,0.148759485,0.01724384310860053,0.9395629473093344,Hearing,abr threshold,-0.1608264686368752,2.7366951304412773e-4,-0.16136285102610828,-0.1602900862476421,-9.721747034081336,0,0.01724555256656424,1.3666803334700013e-4,0.09464580898217191,5.475015357479708e-4,0.031429024721310504,5.997919613765232e-5
click-evoked abr threshold,Auditory Brain Stem Response,2158,2367,3.110516537067911,0.13560637852138205,-0.00698758274219815,0.0083695954085704,3.104630966884286,0.135612671223717,-0.01376564678755641,0.0083191397682111,0.00588557018030041,0.00833586990744374,0.480211055557168,0.00677806405923224,0.00791316015428407,0.39176048237429073,0.14502080932433978,0.1564655292,0.02783663841690122,0.9479668264992692,Hearing,abr threshold,-0.07593796767177965,4.435244836507394e-4,-0.07680725968599683,-0.07506867565756248,-3.605787845426771,3.145637270325352e-4,0.02784383176521497,2.2114108801415304e-4,0.19618574480789708,8.901206485155941e-4,0.06946318748302172,1.1088742978281521e-4
response amplitude - bn,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.283109513230938,0.44719973666798474,0.07123388676148006,0.01930525204674736,2.277306058312386,0.44716990593298034,0.08801207800340342,0.01765469978399324,0.00580345480043119,0.01622079532141857,0.7205140656922215,-0.01677819108940645,0.015384079573154,0.2754577714295388,0.65516509,0.5929820564478695,0.04004439743774336,0.9474249315472196,Hearing,response amplitude,0.09972315642226248,1.1506819655928018e-4,0.09949762690124032,0.09994868594328464,9.296476225974434,0,0.04006582250337921,5.752416014726185e-5,-0.0741694282803205,2.302151722776621e-4,-0.10228454372571025,4.372055263527564e-4
response amplitude - pp1,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.3045060547686615,0.44451935957999233,0.09946034919966726,0.02384620896740466,2.265886878347599,0.4444666002704852,0.10455650612206914,0.02170817013265515,0.03861917642784885,0.01888339784629193,0.04085885549569335,-0.00509615699197076,0.01784303596734188,0.775180534390981,0.76433762,0.657409064960296,0.0456945866908548,0.9324418248144272,Hearing,response amplitude,0.15070319864567475,1.1506819655928018e-4,0.1504776691246526,0.15092872816669697,14.048980734780002,0,0.04572642995356387,5.752416014726185e-5,-0.13139503942272804,2.305534581318483e-4,-0.128603298686389,2.1908220516977955e-4
response amplitude - pp1_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,4.678395897322594,0.510233384797425,0.08281306463658775,0.02408795536714261,4.892358775736178,0.5102230047584374,0.08177182364005164,0.02326855587146672,-0.2139628782650516,0.01557761709333223,1.147265268981272e-42,0.0010412407374784,0.01437693516163282,0.9422651654296884,0.56597827,0.5541509274869,0.08007141794440452,0.967099187499212,Hearing,response amplitude,0.02111873108734666,1.1597578589684946e-4,0.02089142272391011,0.02134603945078322,1.9610296411377008,0.04989163066516067,0.08024320341440128,5.797773654916512e-5,-0.29338588950461125,2.3436568849837845e-4,-0.24696546465096553,1.6081003141399353e-4
response amplitude - pp2,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.6231829955716632,0.4848737536322053,0.06381196858442374,0.01363919220531483,2.5797053714852867,0.4848763651885656,0.07006071214266196,0.01323208868698838,0.04347762405940886,0.01087745460029352,6.445157666601141e-5,-0.00624874352036216,0.01011812679092222,0.5368623711723919,0.38362855,0.414402119752753,0.02614363548628789,0.9808114664612564,Hearing,response amplitude,-0.07716199309756831,1.1506819655928018e-4,-0.07738752261859047,-0.07693646357654615,-7.1932604233153565,6.583622536027178e-13,0.02614959423177661,5.752416014726185e-5,-0.0485055356511736,2.301246357531719e-4,-0.04773756448475353,2.2305079833437522e-4
response amplitude - pp2_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,4.218184724774345,0.5120598351188318,0.08709214447471256,0.02472180387814849,4.41635253188901,0.5120489429313895,0.08838311118262528,0.02368930328091811,-0.1981678072040806,0.01729000275491932,2.7748146461188796e-30,-0.00129096718103914,0.01598256036550948,0.9356231946012652,0.62649438,0.6146386536965229,0.07843889930454097,0.9599207849988431,Hearing,response amplitude,0.01910539144004651,1.1597578589684946e-4,0.01887808307660996,0.01933269980348306,1.7740762342448544,0.07606817818433242,0.07860036510849436,5.797773654916512e-5,-0.24838036781006406,2.3365899111715566e-4,-0.2383449874434485,2.0980882137116994e-4
response amplitude - pp3,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.850688675352582,0.5065467608838209,0.03730357424397784,0.01604725433798206,2.834272154251623,0.5065473083173075,0.06351617728946433,0.01553167656506592,0.01641652107177547,0.01176626430485152,0.16297068282228863,-0.02621260294814505,0.01090562674175106,0.01624745111462559,0.41552435,0.4366570600055485,0.02157134446342145,0.9798751165942312,Hearing,response amplitude,-0.04960686428557748,1.1506819655928018e-4,-0.04983239380659964,-0.04938133476455531,-4.624492956513144,3.782201653645956e-6,0.02157469127808249,5.752416014726185e-5,-0.09786956156955966,2.3033242502369043e-4,-0.09492296362549983,2.1567089150378082e-4
response amplitude - pp3_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,3.9181292929442098,0.5222213365696791,0.09743231991247069,0.02050288273287512,4.07094588636818,0.5222137577367135,0.090016034983131,0.0194237471066739,-0.1528165934237728,0.01729952153218582,1.1274350830698152e-18,0.00741628492888578,0.01597903355085647,0.6425643725557336,0.62403145,0.6272934149966543,0.06965697672727757,0.9612607425650594,Hearing,response amplitude,-0.00521350215372023,1.1597578589684946e-4,-0.00544081051715679,-0.00498619379028368,-0.4841120527220624,0.628312494218614,0.06976996659503205,5.797773654916512e-5,-0.22688991390151012,2.3336295685585985e-4,-0.22445751856362153,2.2275871679917452e-4
response amplitude - pp4,Acoustic Startle and Pre-pulse Inhibition (PPI),4200,4253,2.5348942378869896,0.8114546009638985,-0.00401562784087826,0.01917222291746687,2.5640063639537747,0.8114470772832433,0.00919871387375099,0.01899563249207819,-0.02911212605942169,0.01535034552545113,0.0579316627298331,-0.01321434170497476,0.01421015661343641,0.352442016324632,0.37281963,0.40776119981531866,0.00636701209832665,0.989583847036732,Hearing,response amplitude,-0.0895854858225346,2.3677977266675076e-4,-0.09004956564922902,-0.08912140599584019,-5.821908205297495,6.030442367688238e-9,0.00636709813752082,1.183431952662722e-4,-0.12298080905962426,4.741179930960681e-4,-0.11218625582306595,3.9044660470778674e-4
response amplitude - pp4_s,Acoustic Startle and Pre-pulse Inhibition (PPI),4200,4253,3.133400161909913,0.8047999527682345,0.07182548959448985,0.0337455258983652,3.305820659039987,0.8047808171757853,0.06232911546014288,0.03327327572422538,-0.1724204950370543,0.02155782076676426,1.4590625055528517e-15,0.00949637278716685,0.02035072499916511,0.640774517766206,0.52424268,0.5560284533023904,0.05173069729540264,0.9803903802915358,Hearing,response amplitude,-0.05886327540992338,2.3677977266675076e-4,-0.0593273552366178,-0.05839919558322897,-3.825358348545299,1.3152209859601527e-4,0.05177691643293619,1.183431952662722e-4,-0.18859368833617152,4.7532722649742156e-4,-0.17322521189533902,3.996210323195879e-4
response amplitude - s,Acoustic Startle and Pre-pulse Inhibition (PPI),8619,8637,4.9782721443624744,0.4964214626109966,0.06796866352528341,0.02021023600346628,5.194661707550589,0.496405959773613,0.07110684806059267,0.01919251250349944,-0.21638956313405977,0.01418918364627588,4.1156368302791584e-52,-0.00313818458716444,0.01316178195692592,0.8115497035889279,0.530269721,0.4947192465686435,0.07790226596842491,0.9707076885186804,Hearing,response amplitude,0.06939548261409635,1.1594215522876132e-4,0.06916824016555803,0.06962272506263467,6.444815898182008,1.1880718631118723e-10,0.07806043242485396,5.79609343302614e-5,-0.34549732450918774,2.3526243352952643e-4,-0.2576058540217994,1.2576427680991486e-4
